Annual Rainfall,Cloud Visibility,Seasonal Rainfall,Temperature,Humidity,Pressure,River Level,Wind Speed,Monsoon Intensity,Average Rainfall,Flood Label
2293.5,52.0,728.1,26.0,82.5,991.8,6.8,68.2,4.1,568.9,0
3457.6,24.5,1040.8,16.7,97.5,1010.5,9.04,8.5,4.8,802.7,1
3960.1,75.7,1280.0,18.3,35.1,1009.8,13.25,62.7,7.5,598.1,1
2719.8,90.5,1041.5,30.5,33.7,989.8,7.75,28.1,2.9,103.2,0
3467.9,25.8,1172.5,23.0,95.6,1009.2,11.16,50.7,5.2,551.4,1
4403.0,70.8,1477.2,40.1,67.1,1009.9,13.09,77.3,6.9,639.0,1
3648.3,48.3,1174.0,15.4,73.0,995.9,8.8,70.6,5.9,339.2,1
2988.6,64.0,1120.8,26.4,63.8,988.4,10.02,11.9,6.5,283.0,1
2664.3,100.0,1109.6,25.1,36.6,1000.9,10.37,59.1,5.9,346.4,1
2284.7,35.9,757.1,15.6,83.8,1016.9,6.69,96.9,2.8,661.3,0
2340.3,44.8,908.1,18.7,82.3,1005.6,8.36,15.7,4.7,231.5,1
3505.5,79.1,1268.9,27.4,51.8,986.9,10.44,85.3,5.8,748.3,1
3695.3,78.4,1609.8,29.8,51.4,1007.3,13.3,70.3,8.0,480.4,1
4139.4,35.8,1333.5,27.1,88.6,997.1,11.51,77.4,6.9,418.0,1
2989.0,76.8,752.1,30.9,35.1,1003.7,9.02,28.2,4.8,826.5,1
4898.3,34.3,2000.0,32.9,91.7,1009.4,15.0,28.8,9.8,555.5,1
2058.1,86.1,563.6,15.3,48.0,1000.6,4.78,90.6,2.0,440.6,0
3125.6,50.0,1135.6,28.9,71.5,1012.6,8.98,36.0,2.9,890.3,1
3295.9,34.4,1008.7,43.9,95.5,1008.9,7.51,6.3,4.1,431.4,1
2242.4,43.8,727.1,30.6,77.5,1004.6,6.93,60.1,3.1,873.1,0
3929.8,69.8,1361.5,35.3,59.0,986.0,10.79,12.5,6.6,553.8,1
1000.0,48.9,200.5,24.4,78.3,1013.4,1.88,79.7,1.4,287.2,1
2714.3,56.7,843.5,38.2,54.1,1017.4,6.19,64.2,2.6,651.5,0
3691.7,60.8,1231.1,38.2,49.4,985.5,8.53,87.5,3.6,356.8,1
2360.5,10.2,1059.1,30.6,99.8,999.5,11.23,78.5,7.2,232.4,1
3811.9,35.6,1589.3,,82.6,990.4,14.51,11.2,8.9,177.9,0
4030.2,57.8,1512.2,18.8,75.1,1010.2,14.09,38.1,8.2,317.5,1
3056.3,79.3,827.1,15.5,54.9,1008.9,7.68,77.5,2.6,762.9,0
4433.6,90.1,1529.2,38.1,33.4,985.6,12.48,41.7,6.1,854.2,1
2620.2,89.8,548.0,39.2,32.2,1015.1,4.77,97.2,1.3,875.5,0
3040.9,53.7,1190.5,18.6,68.8,987.2,10.47,73.6,3.8,343.1,1
4902.0,51.1,1563.6,23.0,83.3,1011.9,14.99,,8.3,694.9,1
2592.6,58.8,1134.2,15.5,67.6,998.3,8.84,88.0,5.1,307.3,1
2912.4,57.0,701.7,23.8,88.9,993.1,8.17,10.1,2.3,660.5,1
3905.5,83.1,1225.1,38.2,32.3,986.3,9.28,14.1,4.9,898.5,1
2129.9,78.9,654.0,30.5,55.7,986.7,5.67,73.4,2.8,136.8,0
3932.2,81.5,1103.6,25.4,46.6,1006.5,9.5,86.5,4.5,986.7,1
3359.0,68.3,924.0,26.2,61.3,1002.0,8.83,53.6,5.4,844.4,1
2800.6,61.8,879.2,15.0,35.1,984.9,9.5,28.9,4.1,785.5,1
4375.1,41.9,1619.4,24.0,96.8,984.5,15.0,35.1,9.4,722.2,1
3303.0,72.2,1222.6,34.4,45.6,982.9,11.09,34.3,6.1,793.2,1
4486.6,29.9,1540.5,44.2,94.6,1009.8,14.51,32.7,8.6,995.1,1
4683.5,47.3,1646.8,40.4,59.8,1008.5,14.3,24.3,7.8,793.2,1
3520.1,30.8,1210.8,15.7,99.0,982.3,10.5,60.9,7.0,416.4,1
2992.2,55.3,861.1,42.0,68.8,1002.4,8.74,90.0,5.5,652.5,1
1000.0,20.8,249.3,38.5,95.2,983.4,2.96,30.7,1.0,403.2,0
4159.0,71.0,1427.3,38.4,30.4,1016.1,11.5,18.7,6.5,973.1,1
2781.7,49.0,785.1,28.7,82.4,1016.3,8.4,83.9,4.2,910.1,1
2055.1,44.1,668.7,26.9,93.2,1007.9,5.79,74.2,2.1,610.9,0
3064.4,80.1,1006.0,24.1,39.8,1017.0,8.14,93.1,5.0,803.1,1
4552.4,92.1,1566.6,17.0,36.7,1012.5,12.68,16.6,7.6,918.7,1
4670.7,61.4,1713.7,21.8,59.7,1013.1,15.0,14.4,9.7,319.2,1
3575.0,33.2,1369.7,22.4,95.4,1002.8,11.8,54.1,4.4,621.5,1
3629.7,46.5,1467.4,29.5,68.0,992.2,12.54,61.4,5.9,533.5,1
4218.4,40.9,1551.9,37.4,66.9,988.7,14.16,48.0,8.7,794.4,1
2708.6,96.6,833.1,29.2,39.9,993.1,6.95,59.9,4.0,441.2,0
3829.0,97.3,1111.9,16.7,30.1,1005.1,8.66,18.0,2.3,738.1,1
2274.2,26.7,668.7,43.7,86.7,986.9,6.16,48.0,3.5,462.7,0
3577.3,82.7,1655.6,43.3,36.1,990.3,14.41,65.8,9.1,200.0,1
1663.6,49.5,668.5,38.6,74.4,998.7,5.9,43.3,2.4,196.4,0
2551.8,32.0,894.1,44.7,94.0,989.3,7.42,67.9,4.0,207.2,1
2560.8,70.2,816.5,31.3,44.6,1003.5,8.57,45.1,5.2,129.3,1
4960.6,52.6,1668.1,43.9,76.6,1016.9,13.65,33.4,8.6,579.7,1
3990.7,89.8,1570.4,17.3,35.5,1009.9,13.16,30.4,9.4,704.7,1
3236.5,56.2,1240.2,26.0,72.3,1006.7,9.75,41.1,4.8,214.1,1
3821.2,75.6,1489.7,21.8,41.5,1003.3,14.4,2.3,9.4,650.7,1
2222.2,43.2,676.9,20.9,81.5,999.5,6.31,66.9,2.5,638.0,0
1096.1,78.5,329.3,19.2,51.1,987.5,2.51,84.5,2.4,232.4,0
3680.1,64.7,1408.3,33.7,62.4,1015.8,13.75,35.5,9.5,463.7,1
3039.3,53.2,1012.2,38.4,72.0,989.9,9.27,4.6,5.6,779.6,1
2551.2,76.0,596.2,32.3,42.0,983.7,5.31,98.7,2.7,115.1,0
3251.6,47.9,1328.6,19.4,81.9,1010.0,10.94,26.4,5.4,232.3,1
4795.1,64.4,1501.2,39.3,51.2,987.0,12.16,12.7,8.0,996.2,1
4582.7,57.1,1760.2,34.1,76.4,994.9,15.0,37.0,8.4,760.2,1
4806.5,66.4,1559.4,26.6,41.1,981.1,12.85,73.9,8.8,517.7,1
3888.2,43.4,1309.8,35.2,78.2,985.5,11.03,29.4,6.1,666.8,1
4635.8,84.9,1511.6,22.8,39.0,986.9,13.31,57.5,8.8,,1
3219.8,50.9,1019.5,25.4,59.8,982.2,9.97,41.6,5.6,858.1,1
3178.0,56.4,996.4,42.5,47.3,1006.3,9.6,11.8,6.5,392.2,1
4191.9,44.7,1524.6,23.7,82.4,1013.5,13.84,33.0,7.8,542.2,1
3187.9,54.4,1063.7,29.1,48.3,994.9,8.36,72.5,4.8,674.2,1
1672.6,23.6,665.9,41.7,91.7,1015.0,5.57,61.2,1.7,164.7,0
3289.9,43.6,955.0,36.2,92.4,988.5,8.81,12.0,4.2,951.2,1
4085.0,73.0,1596.3,16.9,43.8,993.0,14.22,16.3,6.6,489.5,1
2666.6,64.5,736.1,19.4,73.0,986.0,5.6,64.1,2.7,433.8,0
2944.9,69.0,799.1,15.2,36.1,1004.8,6.06,81.3,2.3,916.4,0
1724.1,63.1,797.0,33.9,57.4,996.8,7.64,34.9,3.6,206.5,0
1543.3,50.0,357.1,28.4,79.9,1004.5,4.95,59.5,1.3,135.3,0
4727.0,37.4,1561.3,,76.2,1010.5,13.67,17.1,7.7,716.5,1
2018.5,61.3,785.9,43.7,73.7,1001.8,6.16,31.1,3.3,446.5,0
3314.5,75.3,742.5,30.9,49.8,1005.1,5.43,2.0,2.1,788.0,0
3974.2,48.7,1446.8,22.3,56.5,1017.4,12.71,76.8,7.3,161.7,1
3694.1,79.9,1469.0,30.0,37.2,992.0,13.53,40.1,8.6,445.4,1
1752.6,49.6,638.0,35.4,80.3,994.4,5.12,81.6,1.2,311.8,0
2850.9,51.9,634.7,17.3,65.3,1008.7,5.19,70.8,,765.6,0
4033.3,31.5,1819.9,23.2,79.6,1004.5,15.0,82.9,9.5,304.5,1
3136.3,74.8,1162.3,39.2,47.4,987.1,9.48,28.6,4.5,512.2,1
4261.3,89.9,1659.4,28.8,52.7,995.0,15.0,18.5,9.4,837.0,0
3412.8,63.4,993.6,31.4,53.4,998.7,6.93,97.2,3.5,923.9,0
3298.0,100.0,804.0,28.0,31.8,996.8,7.97,,3.0,750.3,0
2832.5,59.4,866.8,16.3,53.9,987.1,6.82,83.4,2.9,486.3,0
2299.3,43.2,439.5,20.0,86.2,1017.0,5.42,1.3,,614.8,0
4499.8,43.5,1692.3,28.4,92.8,1010.5,15.0,35.4,9.1,720.7,1
4539.8,56.9,1561.6,21.3,66.3,999.3,13.15,74.3,9.8,887.4,1
5000.0,57.5,1995.3,16.5,61.9,1007.2,15.0,7.8,9.6,899.7,1
4005.1,91.5,1298.1,40.3,32.2,1015.9,13.58,56.7,8.7,937.9,1
4186.0,55.7,1540.1,44.4,91.5,985.4,13.21,42.9,8.6,829.6,1
3089.5,88.3,1202.7,38.8,30.9,990.0,12.32,1.8,6.9,232.1,1
,27.9,1666.6,40.6,96.1,1001.7,14.68,23.6,8.4,772.9,1
3278.5,56.7,1019.9,22.3,64.2,1012.0,9.34,28.5,2.9,833.1,0
4166.2,92.0,1071.9,43.8,53.9,981.5,9.36,11.2,4.5,890.1,1
5000.0,35.6,1759.3,20.9,94.7,1019.4,14.16,63.2,6.8,932.3,1
4331.6,78.7,1424.3,43.5,31.7,998.2,14.56,24.2,8.9,558.2,1
4021.0,42.0,1146.5,44.8,70.7,994.4,11.23,27.8,6.9,689.6,1
3931.8,37.0,1448.7,36.4,68.4,991.7,12.92,89.8,8.6,108.6,1
3324.8,77.4,1108.0,44.4,45.4,987.0,10.09,46.7,5.3,615.5,1
3517.0,68.5,1264.3,32.1,60.0,1011.7,11.12,39.2,7.5,525.9,1
4857.1,45.5,1660.2,22.8,75.7,1018.2,14.98,72.4,9.8,966.1,1
2848.9,45.1,750.3,28.1,80.9,996.5,7.41,91.0,2.4,911.5,0
4036.8,74.3,1515.5,32.8,30.1,1018.1,13.7,2.5,9.3,817.8,1
2710.7,34.9,985.2,17.2,95.6,1013.0,8.49,44.8,5.7,151.3,1
3009.1,81.6,1258.6,33.7,41.5,999.2,10.49,61.1,6.8,461.8,1
4446.6,67.6,1589.5,44.4,46.4,1007.0,14.16,31.9,8.9,726.4,1
2637.3,88.2,1154.5,20.7,48.4,997.4,9.16,77.2,4.7,126.7,1
2548.2,75.5,880.1,38.8,32.6,1002.3,7.04,97.1,4.8,312.2,0
3563.4,81.9,1053.7,42.2,38.6,982.3,8.66,94.3,5.7,898.8,1
1737.0,39.2,563.0,43.3,99.0,1007.9,5.79,26.6,1.2,216.8,0
2635.5,67.6,1240.7,43.8,52.1,982.1,10.52,22.6,5.5,146.2,1
2880.7,77.7,1057.3,30.6,38.1,1012.7,8.84,95.7,3.6,622.5,1
5000.0,65.7,1773.1,44.3,37.5,1013.0,,45.9,9.4,951.8,1
2359.9,59.3,588.0,37.7,80.4,989.5,4.78,20.8,1.8,851.2,0
3958.2,36.4,1156.3,19.9,89.8,992.9,9.5,70.7,5.1,977.3,0
4659.0,77.0,1689.0,29.3,48.0,999.3,14.72,28.4,9.5,778.2,1
4184.6,91.6,1625.2,36.5,31.5,1003.9,13.07,26.7,9.1,493.6,1
3817.7,67.2,1130.7,22.4,45.6,991.5,11.58,87.9,7.3,952.0,1
3540.8,80.9,1379.6,34.2,34.0,1003.7,11.79,16.2,6.3,484.0,1
2756.6,93.6,860.7,35.0,37.2,991.9,7.74,6.4,3.5,415.1,0
3001.4,50.7,1061.9,19.9,60.2,982.2,9.82,26.9,4.3,503.4,1
2493.5,94.4,200.0,32.0,46.1,980.1,3.59,60.7,1.8,832.6,0
4094.1,49.7,1504.2,38.1,66.1,984.0,12.8,12.3,8.1,925.9,1
2332.4,60.0,758.8,30.0,47.7,1011.7,7.6,47.2,3.9,421.9,0
4074.4,34.7,1576.7,15.4,95.8,1018.5,13.74,62.7,7.0,516.0,1
3052.7,57.4,1024.9,15.3,93.4,997.1,9.09,84.9,4.2,908.5,1
3084.0,35.1,1112.0,25.7,69.7,1000.5,10.59,23.0,5.2,142.3,1
3445.8,64.7,1134.5,42.8,54.8,985.9,10.84,,6.0,805.5,1
3479.0,69.4,1592.1,21.9,56.7,1002.0,14.42,23.5,8.2,508.8,1
2339.1,,,34.0,58.8,985.8,6.83,67.7,2.9,438.9,0
2758.1,49.1,973.4,21.7,80.9,1004.4,8.7,43.1,,502.2,1
2023.1,53.5,538.9,24.7,61.6,1017.3,5.15,11.5,2.2,476.8,0
3268.5,32.0,892.3,40.4,90.0,987.8,7.68,71.4,1.7,781.0,1
4299.3,31.6,1486.8,36.9,96.1,1010.6,12.35,21.8,6.4,935.2,1
2659.9,55.9,864.7,17.9,53.5,980.9,7.65,17.7,2.7,542.3,0
2703.2,54.2,307.2,27.9,69.2,995.0,,35.8,1.5,849.5,0
4194.0,76.8,1790.7,15.9,36.7,984.4,13.55,65.3,9.1,758.8,1
2910.8,70.1,1199.5,29.4,44.0,994.1,11.0,23.4,5.8,397.6,1
2431.5,66.1,815.3,34.9,58.9,986.9,5.54,18.4,2.2,628.6,0
2877.8,56.2,570.5,18.6,44.4,994.9,4.46,1.0,1.5,700.1,0
1649.4,34.6,610.8,23.7,91.4,996.7,6.15,47.2,2.1,121.1,0
3271.2,100.0,1121.4,26.9,41.1,992.0,10.49,42.9,5.2,456.4,1
,49.6,1081.6,42.6,61.9,1006.3,11.24,23.4,7.0,993.4,1
3755.7,64.9,1200.6,44.8,72.4,1016.8,9.3,5.4,6.8,673.5,1
2298.9,47.8,701.0,16.3,78.4,996.0,6.36,42.9,2.3,400.8,0
3853.2,58.5,1476.1,37.8,56.8,987.7,12.33,78.8,6.7,325.0,1
3002.7,24.1,914.0,26.2,90.8,990.8,9.13,71.5,4.6,288.5,1
3236.1,55.6,1071.3,26.8,69.8,1014.2,10.68,86.1,5.2,461.5,1
3137.0,75.9,1291.8,37.6,60.8,1002.9,10.99,1.0,8.2,273.9,1
3050.8,78.3,1117.8,42.6,34.7,998.2,9.32,96.6,4.0,221.7,1
3284.3,59.2,815.5,43.5,62.5,986.0,7.49,34.1,2.3,427.7,0
4769.7,50.1,1727.0,32.3,87.5,998.0,14.64,99.0,8.9,646.3,1
2372.1,55.0,797.4,25.7,73.0,991.1,8.34,25.3,2.9,231.8,1
2388.4,23.7,1079.8,38.6,88.3,1017.7,8.62,47.2,3.6,139.9,1
3414.8,59.3,1283.1,22.5,64.6,1015.4,11.4,35.4,7.4,131.2,1
3574.0,94.5,1235.8,31.9,38.3,983.4,10.42,35.6,7.2,340.6,1
4244.5,84.9,1689.8,25.8,31.0,1000.7,14.54,84.2,8.2,271.1,1
2814.3,41.6,847.4,34.7,51.2,989.0,4.73,74.6,2.7,585.3,0
3353.0,50.8,746.6,22.2,78.9,996.4,6.95,99.2,4.2,510.1,0
2229.4,39.8,540.2,20.7,85.3,1015.1,6.11,61.4,2.1,392.3,0
4589.7,51.1,1433.8,42.5,50.7,1001.1,10.83,46.3,5.9,850.2,1
2888.0,41.5,906.7,18.1,64.7,993.4,6.6,9.0,3.6,554.5,0
3639.2,72.2,1498.1,30.2,59.5,988.3,13.76,99.7,7.2,182.4,1
1609.0,55.7,276.6,21.6,58.7,1012.0,4.06,55.2,1.0,366.2,0
2694.4,64.0,629.1,16.2,46.2,1005.0,4.3,70.0,1.5,976.0,0
3106.2,78.0,821.0,16.1,39.5,998.7,9.27,40.7,4.9,979.3,1
3861.3,68.5,1446.6,20.3,43.8,988.7,13.87,54.8,9.6,329.2,1
4120.0,83.9,1761.7,41.0,33.9,,15.0,94.3,9.0,250.5,1
5000.0,72.9,2000.0,23.5,43.9,1018.4,15.0,16.6,9.9,546.1,1
3006.6,73.5,974.7,43.5,30.6,1000.8,9.94,29.2,4.8,533.3,1
2121.0,45.8,430.9,32.4,73.9,996.0,3.94,15.2,1.4,469.1,0
3132.4,72.7,1119.7,28.1,52.1,1000.9,8.97,79.2,3.8,576.4,1
2875.1,31.9,1333.1,32.4,98.1,1011.2,12.22,6.2,7.1,309.0,1
1855.5,74.3,622.6,30.5,43.6,993.6,5.31,8.2,2.2,203.4,0
3450.7,86.0,1109.1,37.8,54.2,987.1,7.92,29.8,3.7,613.4,1
2674.1,73.3,472.8,23.5,55.0,1003.4,4.54,51.4,1.5,939.3,0
2502.3,94.1,993.1,25.6,30.6,1006.6,8.81,40.6,5.3,224.0,1
3105.7,37.3,854.4,41.8,88.7,1008.5,6.66,4.5,2.9,734.3,0
2267.5,86.4,466.4,43.4,32.2,1015.3,5.52,95.7,1.8,494.1,0
3056.9,29.0,983.5,41.8,95.8,994.8,10.69,95.3,4.7,364.6,1
2583.2,43.8,726.3,27.6,92.4,983.0,6.29,27.9,4.2,867.8,0
3212.8,54.9,1203.5,38.4,67.5,1018.3,10.71,73.2,5.8,510.8,1
4198.3,57.8,1471.4,29.3,68.1,997.4,12.61,57.9,7.7,625.0,1
2980.7,51.0,747.2,29.9,75.8,1004.9,8.12,23.7,2.0,498.8,0
3970.6,64.1,1646.6,21.1,57.1,1006.7,14.52,26.2,8.1,173.1,0
2222.3,79.1,568.2,32.7,75.3,1001.9,5.65,49.1,1.2,635.4,0
2780.7,76.8,1107.3,20.6,33.1,988.2,10.58,41.9,5.0,477.0,1
3032.9,76.2,1232.0,24.9,33.8,1010.2,11.01,29.1,6.3,178.1,1
4588.4,67.3,1833.4,40.7,62.0,1012.2,15.0,80.8,9.6,636.2,1
2732.9,49.3,1057.9,21.2,68.5,1002.1,11.03,48.1,6.2,108.9,1
1000.0,33.4,312.0,17.1,92.1,999.5,4.47,65.5,2.4,287.7,0
3850.3,69.3,1323.0,17.1,37.3,984.6,10.52,18.9,5.7,803.0,1
2502.3,44.8,1085.4,43.2,87.6,983.4,8.76,53.4,4.6,134.1,1
3620.2,79.3,1078.1,30.2,44.7,993.6,9.28,31.8,5.3,682.0,1
2951.5,60.8,877.3,27.3,57.6,992.4,8.3,,2.8,954.7,1
2615.2,75.4,1016.4,39.3,52.2,1018.1,10.48,78.1,5.5,254.1,1
2153.5,45.0,546.7,40.1,58.0,1011.3,6.94,76.9,2.4,475.4,0
3637.5,70.5,1327.8,25.0,40.5,1006.4,11.48,35.4,7.7,617.9,1
4387.0,56.1,1336.9,35.8,65.2,1000.7,11.67,69.4,6.3,505.4,1
2074.6,29.4,318.6,38.1,86.1,986.7,3.27,94.1,1.7,658.3,0
4040.7,43.8,1535.9,34.6,60.9,1019.1,13.67,,9.0,463.7,1
3495.2,55.4,1325.6,19.5,64.3,995.0,12.32,14.8,6.5,233.7,1
1365.8,45.4,696.1,41.3,89.4,984.3,6.68,68.0,3.8,180.1,0
,59.3,412.6,31.2,79.4,999.8,5.09,10.5,1.4,770.0,0
2911.9,53.1,971.8,23.5,64.3,1015.0,9.09,87.2,6.7,314.8,1
3430.8,78.9,1045.0,27.8,48.0,,9.61,51.7,4.4,862.7,1
4582.7,42.8,1572.1,16.1,91.9,980.4,13.75,38.5,9.2,768.7,1
1515.2,65.9,332.2,18.8,70.4,1015.5,2.05,5.7,1.3,144.5,0
1273.2,70.1,308.5,38.0,45.5,990.9,2.57,38.1,1.4,281.1,0
4314.5,52.9,1668.8,15.0,48.8,981.6,14.93,90.3,9.5,362.8,1
4480.8,41.7,1515.6,27.5,86.2,1013.9,15.0,2.1,9.7,635.0,1
3022.9,73.4,778.8,30.7,33.1,1014.6,5.81,47.5,1.2,828.8,0
2696.4,23.2,1058.9,16.6,99.4,1003.8,10.2,93.1,7.4,154.3,1
2276.5,75.7,681.4,44.2,,1003.0,6.68,39.5,3.0,324.6,0
4179.1,38.0,1412.9,21.8,85.7,1012.5,11.92,42.8,7.3,438.6,1
4013.2,65.3,1506.5,24.1,57.6,1011.5,13.18,57.9,8.8,265.0,1
1977.7,65.5,617.9,24.1,64.5,1015.6,5.53,46.3,1.9,590.8,0
2511.0,33.0,652.4,21.9,91.6,1002.1,5.82,16.9,3.1,530.2,0
2445.1,66.8,712.0,15.0,58.9,1018.7,4.33,1.9,1.2,384.8,0
2097.1,56.0,341.3,36.9,67.6,1019.8,3.09,61.0,1.4,565.2,0
1330.1,92.6,200.0,44.0,33.5,984.7,3.2,92.1,1.3,420.2,0
3470.4,84.0,1336.1,21.7,30.2,1014.0,12.82,10.6,8.2,408.9,1
2249.7,71.5,910.7,34.9,47.1,1000.0,9.01,21.1,3.7,338.9,1
3074.3,44.1,1098.1,37.3,77.6,995.5,10.77,37.0,5.4,586.4,1
4614.9,77.6,1626.4,40.5,38.5,1004.5,13.27,80.9,8.1,499.7,1
3223.0,,1193.4,27.7,38.0,982.2,9.75,26.9,5.5,276.7,1
2449.7,54.2,934.0,24.1,58.8,1000.3,7.99,88.2,4.9,111.7,1
1909.0,57.5,392.3,24.8,75.3,1014.8,3.67,5.5,1.1,,0
3283.5,35.3,1159.1,36.4,79.8,988.5,9.9,94.1,6.1,138.6,1
2569.8,72.8,901.1,39.5,42.5,997.1,7.12,56.1,2.1,488.4,0
4334.7,91.7,1585.9,20.4,35.6,1017.6,12.97,65.9,7.9,302.6,1
2644.2,29.8,1081.7,26.1,95.8,997.1,9.45,36.8,3.3,478.4,1
4006.9,79.7,1486.3,42.1,48.2,994.3,11.99,78.2,7.1,396.5,1
3812.3,32.3,1312.9,39.2,89.7,997.6,10.81,16.7,6.8,584.2,1
3855.6,27.1,1129.6,44.5,90.4,1000.8,10.81,4.9,6.6,751.5,1
2826.9,26.8,840.6,37.6,84.1,1005.3,7.98,39.6,3.4,531.4,1
2185.3,89.7,801.4,26.8,41.8,1012.0,6.99,85.4,3.4,155.8,0
3768.2,28.6,1601.1,32.7,87.5,998.1,14.81,75.5,8.8,115.8,1
2471.7,50.4,435.9,34.8,83.8,1012.7,4.7,51.7,1.1,291.9,0
1781.6,42.6,387.2,17.4,71.8,1001.3,5.9,57.2,2.6,482.5,0
3745.3,80.3,1462.9,31.3,53.6,993.5,12.96,13.0,6.5,140.4,1
3379.5,93.4,1545.4,36.3,48.4,1006.3,14.98,84.1,8.4,395.0,1
2593.4,62.3,721.6,20.0,38.5,1008.7,7.07,78.7,4.2,898.3,0
3645.5,46.6,1404.4,38.4,65.7,1002.3,13.3,65.6,6.9,181.0,1
3116.9,61.0,1073.8,32.5,71.0,982.3,10.99,46.6,6.0,953.7,1
2778.7,71.0,621.5,43.6,55.2,986.8,5.25,96.4,1.6,871.0,0
3974.3,67.1,1421.6,16.3,63.3,991.4,11.62,87.9,6.6,848.6,1
4470.6,59.9,1701.7,23.0,55.4,991.3,14.13,64.4,8.3,877.3,1
3984.7,70.0,1765.7,33.0,74.9,1006.9,15.0,37.2,9.9,172.0,1
2050.2,36.7,427.9,23.9,93.1,980.7,3.15,61.8,1.3,236.1,0
3315.5,64.7,1247.2,36.4,41.5,1010.2,10.9,57.5,6.9,220.9,1
2229.5,62.1,901.3,37.8,56.7,990.6,9.26,39.4,4.7,200.1,1
2048.8,66.1,460.6,18.1,39.9,992.4,4.73,30.7,1.1,394.9,0
4092.1,66.9,1248.0,30.4,73.7,1001.1,9.22,40.7,6.5,847.2,1
1695.3,38.6,491.5,30.3,81.0,988.6,3.72,57.4,2.1,326.8,0
2686.5,38.7,789.5,26.1,95.2,1015.4,9.23,42.8,4.4,319.8,1
3083.4,65.7,786.5,43.0,49.5,983.4,8.0,26.4,3.4,708.3,0
2687.5,26.6,872.4,39.8,96.5,997.8,7.47,76.1,4.3,187.2,1
2610.0,63.4,943.9,35.9,34.4,1014.0,7.65,53.1,5.4,424.3,1
2631.2,58.2,1059.5,36.4,72.2,1004.6,8.05,6.8,4.2,365.9,1
3778.7,95.8,1462.0,28.9,34.0,991.7,12.57,36.8,6.0,862.6,1
2699.5,26.8,916.6,42.6,92.6,996.8,9.34,88.5,3.1,563.1,1
3470.9,40.9,1199.7,35.8,67.1,1008.3,12.42,75.5,6.7,681.8,1
3820.3,56.5,1595.0,36.9,76.9,1018.9,12.78,32.3,8.7,216.1,1
3389.0,23.0,983.6,40.9,88.2,1015.7,7.87,93.8,3.0,936.0,0
3329.3,89.8,959.6,23.2,40.5,993.7,8.3,7.7,5.6,390.2,1
4020.5,74.8,1443.1,39.2,32.7,1019.9,12.5,96.1,6.8,736.2,1
3434.6,25.7,995.0,20.9,91.5,980.1,8.34,24.6,6.1,959.2,1
2905.0,70.8,1196.2,25.4,52.0,981.1,9.46,0.9,4.3,557.8,1
4230.0,68.4,1252.4,25.1,39.0,1013.0,10.53,43.4,6.8,556.8,1
1955.7,52.7,822.5,44.4,62.8,988.0,6.86,35.9,1.3,205.5,0
3156.4,56.0,1208.6,40.7,71.9,982.4,9.57,53.9,4.3,451.2,1
3882.1,60.0,1153.1,36.0,32.2,989.5,9.94,79.7,5.8,867.2,1
1535.3,87.0,369.9,36.8,49.2,997.0,4.1,84.2,1.2,221.6,1
4247.8,84.6,1164.5,31.9,32.3,1009.2,11.53,40.1,5.6,925.8,1
4029.0,49.5,1306.2,43.4,59.4,1005.0,13.29,43.0,6.9,700.6,1
3783.9,25.7,1414.7,29.9,92.7,989.5,12.99,14.8,7.8,478.9,1
2113.7,40.9,354.3,26.4,98.8,1000.1,3.86,4.8,2.0,591.8,0
4504.0,56.3,1710.1,19.9,74.6,1017.0,15.0,64.1,9.9,235.4,1
2801.2,90.8,1101.8,38.6,41.3,1012.6,11.13,6.4,6.5,295.7,1
3192.8,28.4,1023.1,37.0,93.4,992.9,9.55,73.4,4.3,357.8,1
2749.6,60.1,934.9,26.5,66.1,1019.3,6.64,53.9,3.2,446.4,0
4062.0,81.7,1334.5,15.8,40.8,1008.3,12.44,19.9,6.2,924.0,1
4357.0,41.3,1691.7,40.2,94.5,982.5,15.0,54.0,8.9,430.8,1
3006.9,54.9,1024.8,15.3,83.0,981.4,8.71,18.3,5.7,571.5,0
3363.0,37.9,1373.8,36.1,81.2,986.7,11.49,43.9,7.0,245.8,1
3661.4,45.1,1051.8,44.1,79.6,1009.1,9.46,80.0,4.2,762.4,1
2417.7,68.7,886.1,28.1,44.0,987.3,6.1,46.2,4.5,604.3,0
2385.8,73.7,854.2,22.0,44.8,1000.5,7.45,14.9,3.6,495.9,1
4416.5,54.4,1380.8,36.1,78.2,983.7,11.7,72.4,7.4,952.5,1
3748.2,57.2,1184.3,39.5,45.4,1016.8,9.19,18.7,4.2,901.6,1
3161.4,72.5,835.2,31.4,60.7,993.8,6.73,73.9,2.7,693.6,1
3617.1,30.8,1040.1,44.0,84.7,1016.3,7.79,47.9,4.3,929.6,1
3398.5,39.0,1345.2,16.6,84.9,1017.8,13.39,45.4,8.7,608.3,1
4308.2,73.1,1472.6,30.1,61.7,980.2,11.19,85.1,7.6,844.2,1
2885.9,44.9,878.5,36.6,85.5,998.6,8.01,70.9,4.0,468.5,1
4047.6,42.4,1649.6,40.9,88.7,981.0,13.88,3.3,9.2,178.1,1
1987.3,37.5,316.5,20.4,75.8,1016.3,5.16,29.6,1.7,994.7,0
1374.9,62.8,354.0,39.0,46.0,1000.7,3.72,87.1,1.4,249.1,0
1882.1,80.1,611.9,31.6,49.2,983.0,3.83,1.8,2.1,326.4,0
